NP_ID,configuration_or_branch,delta,draws,baseline_complete_weak_order,baseline_winner_or_recommendation_set,winner_retention_frequency,baseline_recommendation_set_retention_frequency,baseline_A2_in_recommendation_set_frequency,baseline_top2_both_retained_frequency,mean_baseline_top2_overlap_share,MARD_mean,MARD_median,MARD_max,MARD_p95,Kendall_tau_b_mean,Kendall_tau_b_median,Kendall_tau_b_min,Kendall_tau_b_p05,TRIVIAL_BY_ALTERNATIVE_COUNT,interpretation
NP03,A_STRICT_EXPLICIT_DIRECTION,0.05,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,1.000000000000,,,0.999900000000,0.999950000000,0.115300000000,0.000000000000,1.000000000000,0.500000000000,0.923133333333,1.000000000000,0.333333333333,0.666666666667,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,ERP04_COST_PARALLEL,0.05,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.726200000000,,,0.968300000000,0.984150000000,0.160800000000,0.000000000000,1.000000000000,0.500000000000,0.892666666667,1.000000000000,0.000000000000,0.666666666667,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,A_STRICT_EXPLICIT_DIRECTION,0.10,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,1.000000000000,,,0.907000000000,0.953500000000,0.225450000000,0.000000000000,1.000000000000,1.000000000000,0.847833333333,1.000000000000,0.000000000000,0.333333333333,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,ERP04_COST_PARALLEL,0.10,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.597000000000,,,0.684100000000,0.842050000000,0.448500000000,0.500000000000,1.500000000000,1.000000000000,0.684533333333,0.666666666667,-0.333333333333,0.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,A_STRICT_EXPLICIT_DIRECTION,0.20,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,1.000000000000,,,0.666900000000,0.833450000000,0.391400000000,0.500000000000,1.000000000000,1.000000000000,0.715933333333,0.666666666667,0.000000000000,0.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,ERP04_COST_PARALLEL,0.20,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.485500000000,,,0.420400000000,0.699150000000,0.766700000000,1.000000000000,2.000000000000,1.500000000000,0.429766666667,0.333333333333,-1.000000000000,-0.333333333333,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,A_STRICT_EXPLICIT_DIRECTION,0.30,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.999800000000,,,0.570700000000,0.785350000000,0.467950000000,0.500000000000,1.000000000000,1.000000000000,0.649133333333,0.666666666667,0.000000000000,0.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,ERP04_COST_PARALLEL,0.30,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.433500000000,,,0.335100000000,0.642300000000,0.912950000000,1.000000000000,2.000000000000,2.000000000000,0.306633333333,0.333333333333,-1.000000000000,-0.333333333333,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,A_STRICT_EXPLICIT_DIRECTION,0.40,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.990200000000,,,0.532000000000,0.766000000000,0.496900000000,0.500000000000,1.500000000000,1.000000000000,0.623166666667,0.666666666667,0.000000000000,0.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP03,ERP04_COST_PARALLEL,0.40,10000,ERPsys3 > ERPsys2 > ERPsys1 > ERPsys4,ERPsys3,0.411500000000,,,0.300400000000,0.617000000000,0.974950000000,1.000000000000,2.000000000000,2.000000000000,0.253166666667,0.333333333333,-1.000000000000,-0.333333333333,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hamming,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Euclidean,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hausdorff,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hamming,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Euclidean,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hausdorff,0.05,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hamming,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Euclidean,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hausdorff,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hamming,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Euclidean,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hausdorff,0.10,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hamming,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Euclidean,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hausdorff,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hamming,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Euclidean,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hausdorff,0.20,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hamming,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Euclidean,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hausdorff,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hamming,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Euclidean,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hausdorff,0.30,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hamming,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Euclidean,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-I_Hausdorff,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hamming,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Euclidean,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP05,p-HFC_CE-II_Hausdorff,0.40,10000,A2 > A1 > A3,A2,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP07,KILIC_2015_PROMETHEE_II,0.05,10000,E > A > D > C > B,E,0.702800000000,,,1.000000000000,1.000000000000,0.118880000000,0.000000000000,0.400000000000,0.400000000000,0.940560000000,1.000000000000,0.800000000000,0.800000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP07,KILIC_2015_PROMETHEE_II,0.10,10000,E > A > D > C > B,E,0.612500000000,,,0.998300000000,0.999150000000,0.193640000000,0.000000000000,1.200000000000,0.800000000000,0.903180000000,1.000000000000,0.400000000000,0.600000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP07,KILIC_2015_PROMETHEE_II,0.20,10000,E > A > D > C > B,E,0.546500000000,,,0.909300000000,0.954650000000,0.425240000000,0.400000000000,2.000000000000,1.200000000000,0.781480000000,0.800000000000,-0.200000000000,0.400000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP07,KILIC_2015_PROMETHEE_II,0.30,10000,E > A > D > C > B,E,0.538100000000,,,0.747900000000,0.873950000000,0.592080000000,0.400000000000,2.000000000000,1.600000000000,0.691340000000,0.800000000000,-0.200000000000,0.200000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP07,KILIC_2015_PROMETHEE_II,0.40,10000,E > A > D > C > B,E,0.529500000000,,,0.623900000000,0.811950000000,0.722080000000,0.400000000000,2.000000000000,2.000000000000,0.619880000000,0.800000000000,-0.400000000000,0.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.05,10000,S4 > S3 > S1 > S2,S4,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.10,10000,S4 > S3 > S1 > S2,S4,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.20,10000,S4 > S3 > S1 > S2,S4,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.30,10000,S4 > S3 > S1 > S2,S4,1.000000000000,,,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP11,LFPP_TERMINAL_ADDITIVE_SYNTHESIS,0.40,10000,S4 > S3 > S1 > S2,S4,1.000000000000,,,0.999900000000,0.999950000000,0.000050000000,0.000000000000,0.500000000000,0.000000000000,0.999966666667,1.000000000000,0.666666666667,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP12,VIKOR_Q050,0.05,10000,A2 > A1 > A3,A2,,1.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP12,VIKOR_Q050,0.10,10000,A2 > A1 > A3,A2,,1.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,1.000000000000,1.000000000000,1.000000000000,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP12,VIKOR_Q050,0.20,10000,A2 > A1 > A3,A2,,1.000000000000,1.000000000000,0.997200000000,0.998600000000,0.001866666667,0.000000000000,0.666666666667,0.000000000000,0.998133333333,1.000000000000,0.333333333333,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP12,VIKOR_Q050,0.30,10000,A2 > A1 > A3,A2,,0.994600000000,1.000000000000,0.987900000000,0.993950000000,0.008066666667,0.000000000000,0.666666666667,0.000000000000,0.991933333333,1.000000000000,0.333333333333,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
NP12,VIKOR_Q050,0.40,10000,A2 > A1 > A3,A2,,0.980300000000,1.000000000000,0.978600000000,0.989300000000,0.014266666667,0.000000000000,0.666666666667,0.000000000000,0.985733333333,1.000000000000,0.333333333333,1.000000000000,NO,stress-test frequency under declared terminal-weight perturbation design; NOT probability ERP is truly best
